1.720000	-0.956183	1.866542	
1.730000	-0.974722	1.841179	
1.740000	-0.993006	1.815632	
1.750000	-1.011034	1.789904	
1.760000	-1.028804	1.763997	
1.770000	-1.046313	1.737913	
1.780000	-1.063561	1.711655	
1.790000	-1.080546	1.685227	
1.800000	-1.097265	1.658629	
1.810000	-1.113718	1.631866	
1.820000	-1.129902	1.604940	
1.830000	-1.145816	1.577853	
1.840000	-1.161459	1.550609	
1.850000	-1.176828	1.523209	
1.860000	-1.191922	1.495657	
1.870000	-1.206741	1.467956	
1.880000	-1.221281	1.440107	
1.890000	-1.235542	1.412115	
1.900000	-1.249523	1.383981	
1.910000	-1.263221	1.355709	
1.920000	-1.276637	1.327302	
1.930000	-1.289767	1.298762	
1.940000	-1.302611	1.270092	
1.950000	-1.315168	1.241295	
1.960000	-1.327437	1.212373	
1.970000	-1.339415	1.183331	
1.980000	-1.351103	1.154170	
1.990000	-1.362498	1.124894	
2.000000	-1.373601	1.095505	
2.010000	-1.384408	1.066007	
2.020000	-1.394920	1.036402	
2.030000	-1.405136	1.006694	
2.040000	-1.415054	0.976884	
2.050000	-1.424673	0.946978	
2.060000	-1.433993	0.916976	
2.070000	-1.443012	0.886883	
2.080000	-1.451730	0.856701	
2.090000	-1.460146	0.826433	
2.100000	-1.468259	0.796083	
2.110000	-1.476068	0.765653	
2.120000	-1.483572	0.735147	
2.130000	-1.490770	0.704567	
2.140000	-1.497663	0.673916	
2.150000	-1.504248	0.643199	
2.160000	-1.510526	0.612417	
2.170000	-1.516496	0.581573	
2.180000	-1.522158	0.550672	
2.190000	-1.527510	0.519715	
2.200000	-1.532552	0.488707	
2.210000	-1.537284	0.457649	
2.220000	-1.541705	0.426546	
2.230000	-1.545814	0.395400	
2.240000	-1.549613	0.364215	
2.250000	-1.553099	0.332993	
2.260000	-1.556272	0.301738	
2.270000	-1.559133	0.270453	
2.280000	-1.561681	0.239141	
2.290000	-1.563916	0.207804	
2.300000	-1.565837	0.176447	
2.310000	-1.567445	0.145073	
2.320000	-1.568739	0.113684	
2.330000	-1.569719	0.082283	
2.340000	-1.570384	0.050874	
2.350000	-1.570736	0.019460	
2.360000	-1.570774	-0.011955	
2.370000	-1.570497	-0.043370	
2.380000	-1.569906	-0.074780	
2.390000	-1.569001	-0.106183	
2.400000	-1.567783	-0.137575	
2.410000	-1.566250	-0.168953	
2.420000	-1.564404	-0.200315	
2.430000	-1.562244	-0.231656	
2.440000	-1.559771	-0.262975	
2.450000	-1.556984	-0.294267	
2.460000	-1.553885	-0.325529	
2.470000	-1.550474	-0.356759	
2.480000	-1.546750	-0.387954	
2.490000	-1.542715	-0.419109	
2.500000	-1.538368	-0.450223	
2.510000	-1.533711	-0.481291	
2.520000	-1.528742	-0.512312	
2.530000	-1.523464	-0.543281	
2.540000	-1.517877	-0.574196	
2.550000	-1.511981	-0.605054	
2.560000	-1.505776	-0.635851	
2.570000	-1.499264	-0.666584	
2.580000	-1.492445	-0.697251	
2.590000	-1.485319	-0.727848	
2.600000	-1.477888	-0.758372	
2.610000	-1.470152	-0.788821	
2.620000	-1.462112	-0.819190	
2.630000	-1.453768	-0.849478	
2.640000	-1.445123	-0.879680	
2.650000	-1.436175	-0.909795	
2.660000	-1.426927	-0.939819	
2.670000	-1.417379	-0.969748	
2.680000	-1.407532	-0.999581	
2.690000	-1.397388	-1.029314	
2.700000	-1.386946	-1.058944	
2.710000	-1.376209	-1.088468	
2.720000	-1.365177	-1.117883	
2.730000	-1.353852	-1.147186	
2.740000	-1.342234	-1.176375	
2.750000	-1.330325	-1.205446	
2.760000	-1.318126	-1.234397	
2.770000	-1.305637	-1.263224	
2.780000	-1.292861	-1.291924	
2.790000	-1.279799	-1.320496	
2.800000	-1.266452	-1.348935	
2.810000	-1.252821	-1.377240	
2.820000	-1.238908	-1.405407	
2.830000	-1.224713	-1.433433	
2.840000	-1.210240	-1.461316	
2.850000	-1.195488	-1.489053	
2.860000	-1.180459	-1.516641	
2.870000	-1.165155	-1.544077	
2.880000	-1.149578	-1.571359	
2.890000	-1.133729	-1.598483	
2.900000	-1.117609	-1.625448	
2.910000	-1.101220	-1.652251	
2.920000	-1.084564	-1.678888	
2.930000	-1.067643	-1.705357	
2.940000	-1.050458	-1.731656	
2.950000	-1.033010	-1.757781	
2.960000	-1.015303	-1.783731	
2.970000	-0.997336	-1.809502	
2.980000	-0.979113	-1.835093	
2.990000	-0.960635	-1.860500	
3.000000	-0.941904	-1.885721	
