0.000000	-4.875800	21.693141	0.179076	-4.845594	21.591440	
0.000040	-4.875800	21.693141	0.179076	-4.845629	21.591441	
0.000081	-4.875800	21.693141	0.179076	-4.845675	21.591297	
0.000121	-4.875800	21.693141	0.179076	-4.845706	21.591346	
0.000161	-4.875800	21.693141	0.179076	-4.845552	21.591448	
0.000269	-4.875800	21.693141	0.179076	-4.845529	21.591456	
0.000376	-4.875800	21.693141	0.179076	-4.845774	21.591377	
0.000483	-4.875800	21.693141	0.179076	-4.845706	21.591338	
0.000591	-4.875800	21.693141	0.179076	-4.845566	21.591256	
0.000817	-4.875796	21.693138	0.179074	-4.845611	21.591367	
0.001042	-4.875796	21.693138	0.179074	-4.845494	21.591419	
0.001268	-4.875794	21.693141	0.179074	-4.845655	21.591415	
0.001494	-4.875789	21.693138	0.179072	-4.845808	21.591358	
0.001733	-4.875787	21.693141	0.179072	-4.845525	21.591418	
0.001972	-4.875780	21.693140	0.179071	-4.845837	21.591451	
0.002211	-4.875775	21.693137	0.179069	-4.845515	21.591417	
0.002450	-4.875773	21.693140	0.179069	-4.845672	21.591449	
0.003186	-4.875746	21.693139	0.179063	-4.845671	21.591287	
0.003922	-4.875714	21.693135	0.179055	-4.845580	21.591376	
0.004658	-4.875667	21.693123	0.179043	-4.845517	21.591357	
0.005395	-4.875612	21.693112	0.179029	-4.845537	21.591510	
0.006099	-4.875543	21.693093	0.179010	-4.845383	21.591504	
0.006803	-4.875464	21.693068	0.178988	-4.845503	21.591400	
0.007507	-4.875365	21.693032	0.178960	-4.845237	21.591571	
0.008211	-4.875257	21.692990	0.178929	-4.845055	21.591436	
0.010538	-4.874772	21.692801	0.178789	-4.844593	21.591471	
0.012865	-4.874073	21.692498	0.178581	-4.844036	21.591370	
0.015192	-4.873117	21.692066	0.178294	-4.843063	21.591080	
0.017518	-4.871873	21.691481	0.177916	-4.842013	21.590927	
0.027355	-4.862547	21.686841	0.175048	-4.833391	21.589073	
0.037192	-4.844527	21.677478	0.169480	-4.817075	21.585085	
0.047029	-4.814954	21.661832	0.160472	-4.790293	21.578499	
0.056865	-4.770950	21.638491	0.147672	-4.750236	21.568280	
0.062576	-4.737648	21.620963	0.138693	-4.719872	21.560351	
0.068287	-4.697956	21.600359	0.129069	-4.683519	21.551413	
0.073997	-4.651333	21.576670	0.119649	-4.640810	21.541094	
0.079708	-4.597270	21.550054	0.111818	-4.591309	21.529074	
0.085419	-4.535278	21.520850	0.107420	-4.533663	21.515454	
0.091129	-4.464929	21.489637	0.108169	-4.468348	21.500363	
0.096840	-4.385838	21.457254	0.114576	-4.393921	21.484161	
0.102550	-4.297669	21.424798	0.125356	-4.309938	21.466380	
0.106133	-4.237594	21.404995	0.133210	-4.252338	21.454776	
0.109715	-4.173774	21.386050	0.141003	-4.190553	21.442591	
0.113298	-4.106134	21.368333	0.147969	-4.124503	21.430309	
0.116880	-4.034609	21.352216	0.153390	-4.053963	21.417637	
0.119491	-3.979985	21.341667	0.155997	-3.999575	21.408315	
0.122102	-3.923225	21.332261	0.157237	-3.942871	21.399021	
0.124713	-3.864275	21.324094	0.156953	-3.883629	21.389507	
0.127324	-3.803099	21.317235	0.155046	-3.821472	21.379944	
0.129935	-3.739625	21.311711	0.151499	-3.757013	21.370835	
0.132546	-3.673826	21.307594	0.146398	-3.689722	21.361526	
0.135157	-3.605735	21.305025	0.139970	-3.619735	21.352832	
0.137768	-3.535410	21.304170	0.132608	-3.547508	21.344593	
0.141274	-3.437584	21.305874	0.122221	-3.446445	21.335587	
0.144780	-3.335810	21.310645	0.112738	-3.341371	21.328721	
0.148285	-3.229940	21.318071	0.105855	-3.232021	21.324866	
0.151791	-3.119776	21.327609	0.102852	-3.118700	21.323044	
0.156696	-2.958097	21.343482	0.105359	-2.953052	21.325190	
0.161600	-2.787238	21.361230	0.112589	-2.779102	21.332247	
0.166505	-2.606956	21.379941	0.119693	-2.597137	21.344815	
0.171409	-2.417177	21.399147	0.122959	-2.406966	21.362362	
0.195932	-1.335611	21.520514	0.100370	-1.336841	21.526613	
0.220454	-0.090922	21.779219	0.112263	-0.094919	21.798375	
0.244977	1.258660	22.139728	0.110177	1.261656	22.123954	
0.269500	2.654063	22.425122	0.097590	2.653375	22.426358	
0.285779	3.551863	22.560120	0.112449	3.550347	22.572585	
0.302059	4.392303	22.648763	0.098000	4.392423	22.652029	
0.318338	5.154979	22.661456	0.109688	5.155941	22.653310	
0.334618	5.823019	22.580306	0.102684	5.823628	22.574101	
0.350898	6.385361	22.419145	0.103244	6.385949	22.421526	
0.367177	6.841580	22.204487	0.105544	6.841341	22.210438	
0.383457	7.197637	21.956084	0.106893	7.196916	21.960295	
0.399736	7.463353	21.689159	0.103344	7.463001	21.689975	
0.410215	7.593108	21.515201	0.097373	7.592844	21.514978	
0.420694	7.696059	21.344398	0.098685	7.696320	21.343440	
0.431173	7.776512	21.180238	0.105260	7.777047	21.179025	
0.441652	7.838285	21.025673	0.109912	7.838855	21.024127	
0.452131	7.884820	20.882933	0.110173	7.885524	20.880801	
0.462609	7.919359	20.752758	0.107747	7.920001	20.750121	
0.473088	7.944578	20.635431	0.105111	7.944956	20.632545	
0.483567	7.962605	20.531277	0.103653	7.962944	20.528040	
0.493023	7.974167	20.448634	0.103445	7.974248	20.444939	
0.502480	7.982439	20.375927	0.103900	7.982690	20.372382	
